SKU,MasterProductID,CurrentStatus,ProductName,Color,Cut,Material,Gender,BrandSegment,Pillar,MerchPlannerCategory,Collection,ProductType,SizeChart,SizeChartMessaging,Price,SalePrice,Description,ActualStartDate,TargetLaunchDate,InitialSeasonLaunch,LifeCycle,InitialPairsOrdered,NikeProductID,InstanceID,FOB,APS,ProdManOnly,MainColorHex,AccentColorHex,X Ref Style
06083C,,Pending,V Neck Tee,Bright WHite,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,,,,,,FALSE,,,
06078C,,Pending,Graphic Tee,Cerulean,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,39,,,,,FALSE,,,
06070C,,Pending,Graphic Tee,Charcoal,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,27,,,,,FALSE,,,
06069C,,Pending,Graphic Tee,Phantom,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,27,,,,,FALSE,,,
06068C,,Pending,Charcoal Marl Star Chevron Play,Charcoal,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,37,,,,,FALSE,,,
05670C,,Pending,Stripe Star Scoop Tee,Hibiscus,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,,,,,,FALSE,,,
05085C,,Pending,Scoop Tee,Charcoal,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,,,,,,FALSE,,,
04058C,,Pending,Moto Jacket,Dark Shadow,,,Mens,,Apparel,Jackets,,regular,Standard Size Chart,,78,0,,,05/01/13,13 Summer,Runout,26,,,,,FALSE,,,
03572C,,Pending,AMK CNVRS BITE STTCH CRW,Castlerock,,,Mens,,Apparel,Hoodies,,regular,Standard Size Chart,,48,0,,,04/01/13,13 Summer,Runout,13,,,,,FALSE,,,
03568C,,Pending,AMK STAMP CONVERSE FZ HD,Vanilla Ice,,,Mens,,Apparel,Hoodies,,regular,Standard Size Chart,,58,0,,,04/01/13,13 Summer,Runout,32,,,,,FALSE,,,
03565C,,Pending,AMK CONVERSE STANDARD CRW,Navy Heather,,,Mens,,Apparel,Hoodies,,regular,Standard Size Chart,,48,0,,,04/01/13,13 Summer,Runout,6,,,,,FALSE,,,
03541C,,Pending,AMK CONVERSE SCRIPT FZ HD,Vintage Grey,,,Mens,,Apparel,Hoodies,,regular,Standard Size Chart,,58,0,,,04/01/13,13 Summer,Runout,26,,,,,FALSE,,,
W40828,,Active,1908 Premium- Medium,Black Wash,,,Womens,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,02/01/13,02/01/13,13 Spring,Runout,12,,,,,FALSE,,,
W40827,,Active,1908 Premium- Medium,White Wash,,,Womens,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,02/01/13,02/01/13,13 Spring,Runout,8,,,,,FALSE,,,
W40826,,Pending,1908 Premium- Large,Camo/Black,,,Mens,,Accessories,Watches,,regular,Standard Size Chart,,85,0,,,02/01/13,13 Spring,Runout,16,,,,,FALSE,,,
W40825,,Active,1908 Premium- Large,Black,,,Mens,,Accessories,Watches,,regular,Standard Size Chart,,85,0,,02/01/13,02/01/13,13 Spring,Runout,20,,,,,FALSE,,,
W40824,,Active,Full Court,White,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,02/01/13,02/01/13,13 Spring,Runout,8,,,,,FALSE,,,
W40823,,Active,Full Court,Lemon Chrome,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,02/01/13,02/01/13,13 Spring,Runout,16,,,,,FALSE,,,
W40822,,Active,Full Court,Ponderosa Pine,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,02/01/13,02/01/13,13 Spring,Runout,8,,,,,FALSE,,,
W40821,,Active,Full Court,Black,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,02/01/13,02/01/13,13 Spring,Runout,20,,,,,FALSE,,,
SG40820,,Active,Pedal,Neon Pink,,,Womens,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,,03/01/13,13 Spring,Runout,8,,,,,FALSE,,,
SG40819,,Active,Pedal,Black,,,Womens,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,,03/01/13,13 Spring,Runout,12,,,,,FALSE,,,
SG40818,,Active,On Your Mark,Red/Grey,,,Mens,,Accessories,Sunglasses,,regular,Standard Size Chart,,69,0,,,03/01/13,13 Spring,Runout,4,,,,,FALSE,,,
SG40817,,Active,On Your Mark,Black,,,Mens,,Accessories,Sunglasses,,regular,Standard Size Chart,,69,0,,,03/01/13,13 Spring,Runout,14,,,,,FALSE,,,
SG40816,,Active,Master Track,Blue,,,Unisex,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,,03/01/13,13 Spring,Runout,10,,,,,FALSE,,,
SG40815,,Active,Master Track,Purple,,,Unisex,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,,03/01/13,13 Spring,Runout,16,,,,,FALSE,,,
SG40814,,Active,Lead Guitar,Green,,,Mens,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,,03/01/13,13 Spring,Runout,4,,,,,FALSE,,,
SG40813,,Active,Lead Guitar,Black,,,Mens,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,,03/01/13,13 Spring,Runout,10,,,,,FALSE,,,
SG40812,,Active,Crowd Surf,Black,,,Unisex,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,,03/01/13,13 Spring,Runout,10,,,,,FALSE,,,
SG40811,,Active,Crowd Surf,Matte Crystal,,,Unisex,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,,03/01/13,13 Spring,Runout,6,,,,,FALSE,,,
L41073,,Active,"Low-Top Striped Lace 45""",Neon Pink/Black,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,3.99,0,,,12/01/12,13 Spring,Runout,,,,,,FALSE,,,
L41072,,Pending,"Dble Sided Neon 45"" Lace",Neon Blue/Black,Low,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,3.99,0,,,12/01/12,13 Spring,Runout,,,,,,FALSE,,,
L41071,,Active,"Low-Top Striped Lace 45""",Green/Black,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,3.99,0,,,12/01/12,13 Spring,Runout,,,,,,FALSE,,,
L41070,,Pending,"Dble Sided Lace 45""",Black/White,Low,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,3.99,0,,,12/01/12,13 Spring,Runout,,,,,,FALSE,,,
K40637,,Active,Chuck Taylor Sneaker Keychain,Neon Blue/Pink,,,Unisex,,Accessories,Accessories,,regular,Standard Size Chart,,8,0,,03/28/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,
K40636,,Pending,Chuck Taylor Sneaker Keychain,Navy Polka Dot,,,Unisex,,Accessories,Accessories,,regular,Standard Size Chart,,8,0,,,03/01/13,13 Spring,Runout,,,,,,FALSE,,,
K40448,,Pending,Chuck Taylor Sneaker Keychain,Red Stars,,,Unisex,,Accessories,Accessories,,regular,Standard Size Chart,,8,0,,,03/01/13,13 Spring,Runout,,,,,,FALSE,,,
K40447,,Active,Chuck Taylor Sneaker Keychain,Neon Yellow,,,Unisex,,Accessories,Accessories,,regular,Standard Size Chart,,8,0,,03/28/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,
K03972,,Pending,Chuck Taylor Sneaker Keychain,Italy,,,Unisex,,Accessories,Accessories,,regular,Standard Size Chart,,8,0,,,03/01/13,13 Spring,Runout,,,,,,FALSE,,,
737339F,,Active,Chuck Taylor All Star Double Tongue,Mirage Gray/A Blue /Beach Glass,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids - Toddler,Runs a half-size large,27,0,,01/14/13,01/01/13,13 Spring,Runout,80,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737287F,MP_1900,Active,Chuck Taylor All Star Simple ,Neon Yellow,Low,Textile,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Neon,regular,Kids - Toddler,Runs a half-size large,32,0,,,02/01/13,13 Spring,Runout,54,,,,,FALSE,FFFACD,,
737286F,MP_1900,Active,Chuck Taylor All Star Simple ,Neon Pink,Low,Textile,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Neon,regular,Kids - Toddler,Runs a half-size large,32,0,,03/15/13,02/01/13,13 Spring,Runout,49,,,,,FALSE,FFC0CB,,
737285F,MP_1900,Active,Chuck Taylor All Star Simple ,Neon Orange,Low,Textile,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Neon,regular,Kids - Toddler,Runs a half-size large,32,0,,03/15/13,02/01/13,13 Spring,Runout,39,,,,,FALSE,FFD39B,,
737284F,MP_909,Active,Chuck Taylor All Star 2 Strap,Neon Blue,Low,Textile,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Neon,regular,Kids - Toddler,Runs a half-size large,32,0,,03/15/13,02/01/13,13 Spring,Runout,62,,,,,FALSE,B0E2FF,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737274F,,Pending,Chuck Taylor All Star Sand Toys,Charcoal/Citrus,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Sand Toys,regular,Kids - Toddler,Runs a half-size large,32,0,,,01/01/13,13 Spring,Runout,62,,,,,FALSE,,,
737272F,,Active,Chuck Taylor All Star Sand Toys,Blithe/Black/Cyber,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Sand Toys,regular,Kids - Toddler,Runs a half-size large,32,0,,01/11/13,01/01/13,13 Spring,Runout,62,,,,,FALSE,,,
737266F,,Active,Chuck Taylor All Star Street,N.Iron/Sharp Green,Mid,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Unleash The Streets,regular,Kids - Toddler,Runs a half-size large,32,0,,02/07/13,02/01/13,13 Spring,Runout,85,,,,,FALSE,,,
737265F,,Pending,Chuck Taylor All Star Tall,Limestone/Carmine Rose/Royal Lilac,X-Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Fun Foxing Wrap,regular,Kids - Toddler,Runs a half-size large,57,0,,,02/01/13,13 Spring,Runout,440,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737249F,,Pending,Chuck Taylor All Star Street,Black/Jester Red,Mid,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Unleash The Streets,regular,Kids - Toddler,Runs a half-size large,32,0,,,02/01/13,13 Spring,Runout,110,,,,,FALSE,,,
737248F,,Pending,Chuck Taylor All Star Tall,Black/Carmine Rose,X-Hi,Cotton,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Hyper Plaid,regular,Kids - Toddler,Runs a half-size large,57,0,,,01/01/13,13 Spring,Runout,492,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734491F,,Active,Chuck Taylor X-Hi,Black,X-Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Extended Height,regular,Kids - Toddler,Runs a half-size large,52,0,,11/15/12,01/01/13,13 Spring,Runout,108,,,,,FALSE,,,
732439F,,Active,Chuck Taylor All Star ,Black/Amaranth Purple,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,DC Comics,regular,Kids - Toddler,Runs a half-size large,37,0,,,02/01/13,13 Spring,Runout,200,,,,,FALSE,,,
637520C,,Active,Chuck Taylor Double Zip,Tarmac,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Varvatos,regular,Kids- ExtYouth,Runs a half-size large,100,0,,,02/01/13,13 Spring,Runout,50,,,,,FALSE,,,
637519C,,Active,Chuck Taylor Double Zip,Black,Hi,Leather,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Varvatos,regular,Kids- ExtYouth,Runs a half-size large,100,0,,,02/01/13,13 Spring,Runout,50,,,,,FALSE,,,
637348F,,Active,Chuck Taylor All Star Double Tongue,Neon Orange/Neon Yellow/Neon PInk,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids- ExtYouth,Runs a half-size large,32,0,,03/15/13,02/01/13,13 Spring,Runout,80,,,,,FALSE,,,
637347C,,Active,Chuck Taylor All Star Two Fold,Neon blue/Neon PInk,Hi,Textile,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids- ExtYouth,Runs a half-size large,37,0,,03/15/13,02/01/13,13 Spring,Runout,80,,,,,FALSE,,,
637340F,MP_1859,Active,Chuck Taylor All Star Multi Tongue,Mirage Gray/Multi,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids- ExtYouth,Runs a half-size large,37,0,,01/23/13,01/01/13,13 Spring,Runout,123,,,,,FALSE,E3E3E3,FF82AB,
637320F,MP_1851,Active,Chuck Taylor All Star Two Fold,Carmine rose/light yellow/Peach cobbler,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids- ExtYouth,Runs a half-size large,37,0,,01/14/13,01/01/13,13 Spring,Runout,86,,,,,FALSE,FF3E96,FFA54F,
637317F,,Pending,Chuck Taylor All Star Summer Chuck,Blithe/Black,Low,Mesh,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Ultimate Summer Chuck,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,03/01/13,13 Spring,Runout,43,,,,,FALSE,,,
637313F,MP_1881,Active,Chuck Taylor All Star Double Tongue,Black/V Green,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Fun Foxing Wrap,regular,Kids- ExtYouth,Runs a half-size large,37,0,,02/07/13,02/01/13,13 Spring,Runout,80,,,,,FALSE,0,1E90FF,
637311F,MP_1889,Active,Chuck Taylor All Star Street,Black/Olive Branch,Mid,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Camo Pack,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,02/01/13,13 Spring,Runout,135,,,,,FALSE,3A7728,0A0C11,
637310F,,Active,Chuck Taylor All Star Easy,Black/Olive Branch,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Camo Pack,regular,Kids- ExtYouth,Runs a half-size large,37,0,,02/06/13,02/01/13,13 Spring,Runout,145,,,,,FALSE,,,
637308F,,Active,Chuck Taylor All Star Double Tongue,Black/Neon Blue/Neon Pink,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids- ExtYouth,Runs a half-size large,32,0,,03/15/13,02/01/13,13 Spring,Runout,92,,,,,FALSE,,,
637307F,MP_1859,Active,Chuck Taylor All Star Multi Tongue,Black/Multi,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids- ExtYouth,Runs a half-size large,37,0,,01/23/13,01/01/13,13 Spring,Runout,123,,,,,FALSE,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637304C,MP_1890,Active,Chuck Taylor All Star Street,Black/chilli Pepper,Slip,Cotton,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Street,regular,Kids- ExtYouth,Runs a half-size large,37,0,,02/18/13,01/01/13,13 Spring,Runout,120,,,,,FALSE,0,,
637303C,MP_1889,Active,Chuck Taylor All Star Street,Black/chilli Pepper,Mid,Cotton,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Street,regular,Kids- ExtYouth,Runs a half-size large,37,0,,02/18/13,01/01/13,13 Spring,Runout,130,,,,,FALSE,0,,
637299F,,Pending,Chuck Taylor All Star Summer Chuck,Black/Blithe,Low,Mesh,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Ultimate Summer Chuck,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,03/01/13,13 Spring,Runout,55,,,,,FALSE,,,
637298F,,Pending,Chuck Taylor All Star Summer Chuck,Black/Blithe,Hi,Mesh,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Ultimate Summer Chuck,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,03/01/13,13 Spring,Runout,68,,,,,FALSE,,,
637295F,,Pending,Chuck Taylor All Star Summer Chuck,Blithe/Black,Hi,Mesh,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Ultimate Summer Chuck,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,03/01/13,13 Spring,Runout,55,,,,,FALSE,,,
637294C,MP_1890,Active,Chuck Taylor All Star Street,Bijou Blue/Chilli Pepper,Slip,Cotton,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Street,regular,Kids- ExtYouth,Runs a half-size large,37,0,,02/07/13,01/01/13,13 Spring,Runout,80,,,,,FALSE,27408B,,
637293C,MP_1889,Active,Chuck Taylor All Star Street,Bijou Blue/Chilli Pepper,Mid,Cotton,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Street,regular,Kids- ExtYouth,Runs a half-size large,37,0,,02/07/13,01/01/13,13 Spring,Runout,90,,,,,FALSE,27408B,,
637266F,,Active,Chuck Taylor All Star Street,N.Iron/Sharp Green,Mid,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Unleash The Streets,regular,Kids- ExtYouth,Runs a half-size large,37,0,,03/28/13,02/01/13,13 Spring,Runout,135,,,,,FALSE,,,
637265C,,Pending,Chuck Taylor All Star Tall,Limestone/Carmine Rose/Royal Lilac,X-Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Fun Foxing Wrap,regular,Kids- ExtYouth,Runs a half-size large,62,0,,,02/01/13,13 Spring,Runout,500,,,,,FALSE,,,
637264F,MP_1881,Active,Chuck Taylor All Star Double Tongue,Limestone/Carmine Rose,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Fun Foxing Wrap,regular,Kids- ExtYouth,Runs a half-size large,37,0,,02/07/13,02/01/13,13 Spring,Runout,80,,,,,FALSE,C4C4C4,CD96CD,
637255F,MP_1880,Active,Chuck Taylor All Star Kriss N Kross,Carmine Rose/Florida Keys,Slip,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Lace & Lock Slip,regular,Kids- ExtYouth,Runs a half-size large,37,0,,02/07/13,02/01/13,13 Spring,Runout,85,,,,,FALSE,FF6A6A,,
637253F,,Active,Chuck Taylor All Star Loop-2-Knot,Deep Periwinkle/Lavendula/Ballard Blue,Slip,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Loop 2 Knot,regular,Kids- ExtYouth,Runs a half-size large,37,0,,03/15/13,02/01/13,13 Spring,Runout,62,,,,,FALSE,,,
637249F,,Active,Chuck Taylor All Star Street,Black/Jester Red,Mid,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Unleash The Streets,regular,Kids- ExtYouth,Runs a half-size large,37,0,,02/07/13,02/01/13,13 Spring,Runout,320,,,,,FALSE,,,
637248C,,Active,Chuck Taylor All Star Tall,Black/Carmine rose,X-Hi,Cotton,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Extended Height,regular,Kids- ExtYouth,Runs a half-size large,62,0,,01/23/13,01/01/13,13 Spring,Runout,554,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636574F,MP_1851,Active,Chuck Taylor All Star Two Fold,Mirage Gray/B.Blue/Beach Glass,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids- ExtYouth,Runs a half-size large,37,0,,01/14/13,01/01/13,13 Spring,Runout,86,,,,,FALSE,CDC5BF,BBFFFF,
5677339C,,Active,Greed Skulls Scoop Tee,Sharp Green,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,02/01/13,02/01/13,13 Spring,Runout,,,,,,FALSE,,,05677C
5675100C,,Active,Light Bolt Scoop Tee,Bright White,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,03/20/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05675C
5674001C,,Active,3D Skulls Scoop Tee,Black,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,02/01/13,02/01/13,13 Spring,Runout,,,,,,FALSE,,,05674C
5673100C,,Active,Zig Zag V-Neck Tee,Bright White,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,02/01/13,01/01/13,13 Spring,Runout,,,,,,FALSE,,,05673C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5670674C,,Active,Stripe Star Scoop Tee,Hibiscus,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,03/22/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05670C
5668548C,,Active,Stamp V-Neck Tee,Chalk Violet,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,01/23/13,01/01/13,13 Spring,Runout,,,,,,FALSE,,,05668C
5667339C,,Pending,Love Haight Scoop Tee,Sharp Green,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05667C
5665024C,,Active,Heritage Scoop Tee,Charcoal,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,02/01/13,02/01/13,13 Spring,Runout,,,,,,FALSE,,,05665C
5663674C,MP_1852,Active,Drippy Converse Scoop Tee,Hibiscus,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Get the scoop.
Keep a low profile with this lightweight, deep scoop tee with the iconic Converse All Star logo across the chest. 100% cotton.
Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/14/13,01/01/13,13 Spring,Runout,,,,,,FALSE,FF6A6A,,05663C
5663339C,MP_1852,Active,Drippy Converse Scoop Tee,Sharp Green,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Get the scoop.
Keep a low profile with this lightweight, deep scoop tee with the iconic Converse All Star logo across the chest. 100% cotton.
Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/14/13,01/01/13,13 Spring,Runout,,,,,,FALSE,CAFF70,,05663C
5663100C,MP_1852,Active,Drippy Converse Scoop Tee,Bright White,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Get the scoop.
Keep a low profile with this lightweight, deep scoop tee with the iconic Converse All Star logo across the chest. 100% cotton.
Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/14/13,01/01/13,13 Spring,Runout,,,,,,FALSE,FFFFFF,0,05663C
5663001C,MP_1852,Active,Drippy Converse Scoop Tee,Jet Black,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Get the scoop.
Keep a low profile with this lightweight, deep scoop tee with the iconic Converse All Star logo across the chest. 100% cotton.
Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/14/13,01/01/13,13 Spring,Runout,,,,,,FALSE,0,,05663C
5662548C,MP_1853,Active,Chuck Patch V Neck Tee,Chalk Violet,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Take the plunge.
Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.
Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/13/13,01/01/13,13 Spring,Runout,,,,,,FALSE,D8BFD8,,05662C
5662035C,MP_1853,Active,Chuck Patch V Neck Tee,Vintage Grey Heather,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Take the plunge.
Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.
Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/14/13,01/01/13,13 Spring,Runout,,,,,,FALSE,B0B0B0,,05662C
5662002C,MP_1853,Active,Chuck Patch V Neck Tee,Phantom,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Take the plunge.
Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.
Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/14/13,01/01/13,13 Spring,Runout,,,,,,FALSE,595959,,05662C
5661811C,,Active,Men's Feed Me Beats Tee,Burnt Ochre,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,02/01/13,02/01/13,13 Spring,Runout,,,,,,FALSE,,,05661C
5661100C,MP_1853,Active,Chuck Patch V Neck Tee,Bright White,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Take the plunge.
Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.
Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/13/13,01/01/13,13 Spring,Runout,,,,,,FALSE,FFFFFF,,05662C
5660002C,,Active,Men's Throw It All Back Tee,Phantom,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,02/01/13,02/01/13,13 Spring,Runout,,,,,,FALSE,,,05660C
5658358C,,Active,Men's All Over Script Tee,Ivy Green,,,Mens,,Apparel,Tees,,regular,,,25,0,,03/28/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05658C
5657002C,,Active,Men's Flag Tee,Phantom,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,03/28/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05657C
5656035C,,Pending,Skull Tee,Vintage Grey Heather,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05656C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5653554C,MP_1869,Active,Men's Music Tee,Shark,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,19.99,"Music Graphic Tee.
100% cotton tee. Made in Mexico. Machine wash cold.",02/01/13,,13 Spring,Runout,,,,,,FALSE,D8BFD8,,05653C
